날짜,남컨물동량,남해2지선_가락IC-서부산TG_lag0,중앙선_대동IC-초정IC_lag10,부산신항선_진해IC-남문대교_lag0
2023-11-21,-2181.3207547169814,7392.4879916318,-3133.726075949367,544.8613861386139
2023-11-22,-3085.242574257426,9029.248734177214,-1364.3281092436976,834.5566502463053
2023-11-23,-1087.1649484536083,7830.526596638655,-492.41180672268905,570.5693069306926
2023-11-25,-2071.3599999999997,5540.001046025105,-3121.7590336134454,329.313432835821
2023-11-26,1134.9263803680979,3912.598151260505,-3140.6997890295356,167.8656716417911
2023-11-28,7825.679245283019,8087.7579916318,-3133.726075949367,360.86138613861385
2023-11-29,3091.757425742574,8391.158734177214,-1364.3281092436976,390.55665024630525
2023-11-30,2778.8350515463917,6951.456596638655,-492.41180672268905,350.5693069306926
2023-12-02,-462.3599999999997,-1223.8089539748953,-3121.7590336134454,-20.686567164178996
2023-12-03,-2726.073619631902,-1297.0818487394954,-3140.6997890295356,62.865671641791096
2023-12-04,-2738.92,-1656.865840336135,-3256.51474789916,450.65841584158443
2023-12-05,-1572.3207547169814,-1419.3620083682008,-3133.726075949367,120.86138613861385
2023-12-06,-165.24257425742599,-1082.8112658227847,-1364.3281092436976,126.55665024630525
2023-12-07,-1463.1649484536083,-1401.393403361345,-492.41180672268905,169.56930693069262
2023-12-08,900.1348314606739,-858.3176470588242,-2838.3844725738395,-50.11999999999989
2023-12-09,1032.6400000000003,-1221.4489539748952,-3121.7590336134454,16.313432835821004
2023-12-10,381.92638036809785,-1243.7418487394955,-3140.6997890295356,35.865671641791096
2023-12-11,-1080.92,-2276.005840336135,-3256.51474789916,234.65841584158443
2023-12-12,-1651.3207547169814,-1661.2720083682007,-3133.726075949367,339.86138613861385
2023-12-13,2665.757425742574,-1166.5612658227847,-1364.3281092436976,599.5566502463053
2023-12-14,-2169.1649484536083,-1701.683403361345,-492.41180672268905,442.5693069306926
2023-12-16,-815.3599999999997,-1296.528953974895,-3121.7590336134454,55.313432835821004
2023-12-17,2353.926380368098,-1293.7718487394955,-3140.6997890295356,-44.134328358208904
