statsDt,lkId,roadNm,bgngNodeNm,endNodeNm,spd,vol
2026-08-02T19:00:00,1380013700,해운대로570번길,해운대해수욕장삼거리,해운대해수욕장삼거리,14.42,0.0
2026-08-02T19:00:00,1380016100,해운대해변로,우3동주민센터,한국해양소년단부산연맹,30.85,989.0
2026-08-02T19:00:00,1380018400,해운대해변로,부산여성미술협회,한국해양소년단부산연맹,17.75,0.0
2026-08-02T19:00:00,1380018600,해운대해변로,요트장삼거리,한국해양소년단부산연맹,25.75,0.0
2026-08-02T19:00:00,1380016300,달맞이길,까사오로,미포교차로,5.5,0.0
2026-08-02T19:00:00,1380020100,달맞이길,금향교회,미포교차로,13.25,0.0
2026-08-02T19:00:00,1380020800,좌동순환로,최장호갤러리,미포교차로,5.42,0.0
2026-08-02T19:00:00,1380021000,좌동순환로,스타벅스해운대달맞이DT점,미포교차로,23.33,0.0
2026-08-02T19:00:00,1380016500,달맞이길,까사오로,비비비당,23.25,0.0
2026-08-02T19:00:00,1380023800,달맞이길,갤러리대화,비비비당,26.67,0.0
2026-08-02T19:00:00,1380016700,해운대로570번길,해운대비지니스호텔지티,부산기계공고삼거리,7.5,0.0
2026-08-02T19:00:00,1380018800,해운대로,해운대부민병원,부산기계공고삼거리,19.49,857.0
2026-08-02T19:00:00,1380017502,해운대로,우동852-1,부산기계공고삼거리,23.45,983.0
2026-08-02T19:00:00,1380016900,해운대로594번길,해운대비지니스호텔지티,해운대부민병원,11.34,0.0
2026-08-02T19:00:00,1380018700,해운대로,부산기계공고삼거리,해운대부민병원,27.08,733.0
2026-08-02T19:00:00,1380025000,해운대로,해운대역,해운대부민병원,14.61,534.0
2026-08-02T19:00:00,1380024800,우동1로,꿈사랑어린이집,해운대부민병원,13.25,0.0
2026-08-02T19:00:00,1380017501,해운대로,운촌삼거리,우동852-1,20.42,458.0
2026-08-02T19:00:00,1380017601,해운대로,부산기계공고삼거리,우동852-1,22.94,661.0
2026-08-02T19:00:00,1380018500,해운대해변로,한국해양소년단부산연맹,요트장삼거리,21.25,0.0
2026-08-02T19:00:00,1380026002,해운대해변로,우동1428,요트장삼거리,12.5,0.0
2026-08-02T19:00:00,1380026202,해운대로452번길,우동1002-2,요트장삼거리,13.58,0.0
2026-08-02T19:00:00,1380025600,해운대해변로,커피콩,해운대온천사거리,7.17,0.0
2026-08-02T19:00:00,1380019700,해운대해변로,해운대온천사거리,해운대온천사거리,12.17,0.0
2026-08-02T19:00:00,1380025400,중동2로,해운대온천사거리,해운대온천사거리,21.0,0.0
2026-08-02T19:00:00,1380025800,해운대해변로,해운대경남아너스빌아파트,해운대온천사거리,10.08,0.0
2026-08-02T19:00:00,1380025100,달맞이길,경찰공제회해운대리조텔,해운대온천사거리,11.17,0.0
2026-08-02T19:00:00,1380019900,중동1로,해운대온천사거리,중동1372-3,8.17,0.0
2026-08-02T19:00:00,1380026600,중동1로,해운대청어귀삼거리,중동1372-3,9.83,0.0
2026-08-02T19:00:00,1380020200,달맞이길,미포교차로,금향교회,24.75,0.0
2026-08-02T19:00:00,1380020400,-,스타벅스해운대달맞이DT점,금향교회,15.0,0.0
2026-08-02T19:00:00,1380020600,달맞이길,바나나롱갤러리,금향교회,20.25,0.0
2026-08-02T19:00:00,1380020300,-,금향교회,스타벅스해운대달맞이DT점,23.83,0.0
2026-08-02T19:00:00,1380022000,-,스타벅스해운대달맞이DT점,스타벅스해운대달맞이DT점,18.5,0.0
2026-08-02T19:00:00,1380022200,-,대광명사,스타벅스해운대달맞이DT점,14.58,0.0
2026-08-02T19:00:00,1380020500,달맞이길,금향교회,바나나롱갤러리,15.58,0.0
2026-08-02T19:00:00,1380023200,-,강성원우유부산1대리점,바나나롱갤러리,9.67,0.0
2026-08-02T19:00:00,1380124301,달맞이길,바나나롱갤러리,바나나롱갤러리,17.25,0.0
2026-08-02T19:00:00,1380020700,좌동순환로,미포교차로,최장호갤러리,30.59,0.0
2026-08-02T19:00:00,1380021200,좌동순환로,장산불교용품점,최장호갤러리,17.75,0.0
2026-08-02T19:00:00,1380020900,좌동순환로,미포교차로,스타벅스해운대달맞이DT점,20.25,0.0
2026-08-02T19:00:00,1380021900,-,스타벅스해운대달맞이DT점,스타벅스해운대달맞이DT점,14.92,0.0
2026-08-02T19:00:00,1380024200,좌동순환로,탐앤탐스정관신도시점,스타벅스해운대달맞이DT점,24.67,0.0
2026-08-02T19:00:00,1380021100,좌동순환로,최장호갤러리,장산불교용품점,34.0,0.0
2026-08-02T19:00:00,1380022600,좌동순환로,해운대이웃교회,장산불교용품점,24.42,0.0
2026-08-02T19:00:00,1380019100,좌동순환로433번길,삼안캐슬어린이집,장산불교용품점,11.67,0.0
2026-08-02T19:00:00,1380022700,좌동순환로446번길,해운대이웃교회,장산불교용품점,23.92,0.0
2026-08-02T19:00:00,1380023600,-,탐앤탐스정관신도시점,장산불교용품점,19.67,0.0
2026-08-02T19:00:00,1380018900,구남로,비지에이치코리아해운대지점,RERTI,12.83,0.0
2026-08-02T19:00:00,1380021600,구남로29번길,해운대청어귀삼거리,RERTI,8.08,0.0
2026-08-02T19:00:00,1380021800,구남로,해운대역,RERTI,10.17,0.0
2026-08-02T19:00:00,1380026500,중동1로,중동1372-3,해운대청어귀삼거리,8.09,0.0
2026-08-02T19:00:00,1380029200,중동1로,할배치즈케이크해운대점,해운대청어귀삼거리,12.25,0.0
2026-08-02T19:00:00,1380024900,해운대로,해운대부민병원,해운대역,24.59,458.0
2026-08-02T19:00:00,1380021700,구남로,RERTI,해운대역,11.67,0.0
2026-08-02T19:00:00,1380031800,해운대로,해운대구청어귀삼거리,해운대역,17.97,116.0
2026-08-02T19:00:00,1380022100,-,스타벅스해운대달맞이DT점,대광명사,3.5,0.0
2026-08-02T19:00:00,1380024300,-,강성원우유부산1대리점,대광명사,17.33,0.0
2026-08-02T19:00:00,1380026800,-,탐앤탐스정관신도시점,대광명사,19.17,0.0
2026-08-02T19:00:00,1380027000,-,포포메,대광명사,6.83,0.0
2026-08-02T19:00:00,1380022304,해운대로,우동961-5,우동961-5,29.26,381.0
2026-08-02T19:00:00,1380022401,해운대로,승당삼거리,우동961-5,27.29,154.0
2026-08-02T19:00:00,1380022303,해운대로,동백역,우동961-5,24.09,381.0
2026-08-02T19:00:00,1380022403,해운대로,우동961-5,우동961-5,33.2,154.0
2026-08-02T19:00:00,1380022302,해운대로,우동961-5,승당삼거리,21.59,381.0
2026-08-02T19:00:00,1380026102,해운대로452번길,우동1002-2,승당삼거리,11.0,0.0
2026-08-02T19:00:00,1380033602,해운대로,우동1081-2,승당삼거리,30.16,154.0
2026-08-02T19:00:00,1380022500,좌동순환로,장산불교용품점,해운대이웃교회,22.42,0.0
2026-08-02T19:00:00,1380023002,좌동순환로,중동1782,해운대이웃교회,30.42,0.0
2026-08-02T19:00:00,1380022901,좌동순환로,해운대이웃교회,중동1782,28.25,0.0
2026-08-02T19:00:00,1380023001,좌동순환로,마마몬테소리어린이집,중동1782,17.17,0.0
2026-08-02T19:00:00,1380022902,좌동순환로,중동1782,마마몬테소리어린이집,31.83,0.0
2026-08-02T19:00:00,1380027200,좌동순환로,해운대선거관리위원회,마마몬테소리어린이집,28.92,0.0
2026-08-02T19:00:00,1380027400,좌동순환로402번길,현대온누리어린이집,마마몬테소리어린이집,20.92,0.0
2026-08-02T19:00:00,1380023100,-,바나나롱갤러리,강성원우유부산1대리점,19.5,0.0
2026-08-02T19:00:00,1380024400,-,대광명사,강성원우유부산1대리점,13.25,0.0
2026-08-02T19:00:00,1380024600,-,강성원우유부산1대리점,강성원우유부산1대리점,14.67,0.0
2026-08-02T19:00:00,1380023500,-,장산불교용품점,탐앤탐스정관신도시점,28.92,0.0
2026-08-02T19:00:00,1380028100,좌동순환로,탐앤탐스정관신도시점,탐앤탐스정관신도시점,20.17,0.0
2026-08-02T19:00:00,1380029000,좌동순환로,포포메,탐앤탐스정관신도시점,21.84,0.0
2026-08-02T19:00:00,1380023700,달맞이길,비비비당,갤러리대화,23.17,0.0
2026-08-02T19:00:00,1380032800,달맞이길,청사포입구,갤러리대화,27.92,0.0
2026-08-02T19:00:00,1380033000,-,현우산호맨션,갤러리대화,20.75,0.0
2026-08-02T19:00:00,1380036300,좌동순환로357번길,현우산호맨션,광남캐스빌,27.58,0.0
